Id. Producto,year,month,Unidades,Valores_H,num_facturas,date_index,month_sin,month_cos,lag_1_units,lag_2_units,lag_3_units,lag_12_units,rolling_3_units,rolling_6_units,rolling_12_units,lag_1_value,rolling_3_value,product_encoded
3399,2022,11,10.0,1428.64,6.0,24275,-0.5000000000000004,0.8660254037844384,9.0,23.0,16.0,12.0,16.0,13.166666666666666,13.083333333333334,1169.56,2178.686666666667,1
3399,2022,12,3.0,366.03,3.0,24276,-2.4492935982947064e-16,1.0,10.0,9.0,23.0,9.0,14.0,13.166666666666666,12.916666666666666,1428.64,1909.51,1
3399,2023,1,21.0,3228.33,9.0,24277,0.49999999999999994,0.8660254037844387,3.0,10.0,9.0,8.0,7.333333333333333,11.666666666666666,12.416666666666666,366.03,988.0766666666667,1
3399,2023,2,12.0,1738.3500000000001,9.0,24278,0.8660254037844386,0.5000000000000001,21.0,3.0,10.0,17.0,11.333333333333334,13.666666666666666,13.5,3228.33,1674.3333333333333,1
3399,2023,3,30.0,4089.07,9.0,24279,1.0,6.123233995736766e-17,12.0,21.0,3.0,21.0,12.0,13.0,13.083333333333334,1738.3500000000001,1777.57,1
3399,2023,4,20.0,3043.31,8.0,24280,0.8660254037844387,-0.4999999999999998,30.0,12.0,21.0,11.0,21.0,14.166666666666666,13.833333333333334,4089.07,3018.5833333333335,1
3399,2023,5,25.0,3915.88,11.0,24281,0.49999999999999994,-0.8660254037844387,20.0,30.0,12.0,10.0,20.666666666666668,16.0,14.583333333333334,3043.31,2956.91,1
3399,2023,6,13.0,2221.88,11.0,24282,1.2246467991473532e-16,-1.0,25.0,20.0,30.0,12.0,25.0,18.5,15.833333333333334,3915.88,3682.7533333333336,1
3399,2023,7,13.0,2054.25,9.0,24283,-0.4999999999999997,-0.8660254037844388,13.0,25.0,20.0,9.0,19.333333333333332,20.166666666666668,15.916666666666666,2221.88,3060.3566666666666,1
3399,2023,8,6.0,853.82,4.0,24284,-0.8660254037844385,-0.5000000000000004,13.0,13.0,25.0,16.0,17.0,18.833333333333332,16.25,2054.25,2730.67,1
3399,2023,9,11.0,1760.45,8.0,24285,-1.0,-1.8369701987210297e-16,6.0,13.0,13.0,23.0,10.666666666666666,17.833333333333332,15.416666666666666,853.82,1709.9833333333333,1
3399,2023,10,23.0,3492.92,12.0,24286,-0.8660254037844386,0.5000000000000001,11.0,6.0,13.0,9.0,10.0,14.666666666666666,14.416666666666666,1760.45,1556.1733333333334,1
3399,2023,11,2.0,310.48,1.0,24287,-0.5000000000000004,0.8660254037844384,23.0,11.0,6.0,10.0,13.333333333333334,15.166666666666666,15.583333333333334,3492.92,2035.7300000000002,1
3399,2023,12,23.0,3628.3900000000003,17.0,24288,-2.4492935982947064e-16,1.0,2.0,23.0,11.0,3.0,12.0,11.333333333333334,14.916666666666666,310.48,1854.6166666666668,1
3399,2024,1,3.0,479.81999999999994,3.0,24289,0.49999999999999994,0.8660254037844387,23.0,2.0,23.0,21.0,16.0,13.0,16.583333333333332,3628.3900000000003,2477.263333333334,1
3399,2024,2,27.0,3828.09,18.0,24290,0.8660254037844386,0.5000000000000001,3.0,23.0,2.0,12.0,9.333333333333334,11.333333333333334,15.083333333333334,479.81999999999994,1472.8966666666668,1
3399,2024,3,30.0,4434.72,13.0,24291,1.0,6.123233995736766e-17,27.0,3.0,23.0,30.0,17.666666666666668,14.833333333333334,16.333333333333332,3828.09,2645.433333333334,1
3399,2024,4,35.0,5447.889999999999,17.0,24292,0.8660254037844387,-0.4999999999999998,30.0,27.0,3.0,20.0,20.0,18.0,16.333333333333332,4434.72,2914.2100000000005,1
3399,2024,5,34.0,4880.0,16.0,24293,0.49999999999999994,-0.8660254037844387,35.0,30.0,27.0,25.0,30.666666666666668,20.0,17.583333333333332,5447.889999999999,4570.233333333334,1
3399,2024,6,27.0,3935.74,5.0,24294,1.2246467991473532e-16,-1.0,34.0,35.0,30.0,13.0,33.0,25.333333333333332,18.333333333333332,4880.0,4920.87,1
3399,2024,7,9.0,1436.65,8.0,24295,-0.4999999999999997,-0.8660254037844388,27.0,34.0,35.0,13.0,32.0,26.0,19.5,3935.74,4754.543333333332,1
3399,2024,8,30.0,4630.1,14.0,24296,-0.8660254037844385,-0.5000000000000004,9.0,27.0,34.0,6.0,23.333333333333332,27.0,19.166666666666668,1436.65,3417.463333333333,1
3399,2024,9,15.0,2299.13,9.0,24297,-1.0,-1.8369701987210297e-16,30.0,9.0,27.0,11.0,22.0,27.5,21.166666666666668,4630.1,3334.163333333334,1
3399,2024,10,7.0,1239.52,5.0,24298,-0.8660254037844386,0.5000000000000001,15.0,30.0,9.0,23.0,18.0,25.0,21.5,2299.13,2788.626666666667,1
3399,2024,11,8.0,1243.92,8.0,24299,-0.5000000000000004,0.8660254037844384,7.0,15.0,30.0,2.0,17.333333333333332,20.333333333333332,20.166666666666668,1239.52,2722.9166666666674,1
3399,2024,12,16.0,2360.77,14.0,24300,-2.4492935982947064e-16,1.0,8.0,7.0,15.0,23.0,10.0,16.0,20.666666666666668,1243.92,1594.1900000000005,1
3399,2025,1,17.0,2831.43,6.0,24301,0.49999999999999994,0.8660254037844387,16.0,8.0,7.0,3.0,10.333333333333334,14.166666666666666,20.083333333333332,2360.77,1614.736666666667,1
3399,2025,2,5.0,700.16,5.0,24302,0.8660254037844386,0.5000000000000001,17.0,16.0,8.0,27.0,13.666666666666666,15.5,21.25,2831.43,2145.3733333333334,1
3399,2025,3,28.0,4321.51,12.0,24303,1.0,6.123233995736766e-17,5.0,17.0,16.0,30.0,12.666666666666666,11.333333333333334,19.416666666666668,700.16,1964.1200000000001,1
3399,2025,4,8.0,1361.5,6.0,24304,0.8660254037844387,-0.4999999999999998,28.0,5.0,17.0,35.0,16.666666666666668,13.5,19.25,4321.51,2617.7000000000003,1
3399,2025,5,8.0,1221.49,8.0,24305,0.49999999999999994,-0.8660254037844387,8.0,28.0,5.0,34.0,13.666666666666666,13.666666666666666,17.0,1361.5,2127.7233333333334,1
3399,2025,6,12.0,1534.14,5.0,24306,1.2246467991473532e-16,-1.0,8.0,8.0,28.0,27.0,14.666666666666666,13.666666666666666,14.833333333333334,1221.49,2301.5,1
3399,2025,7,6.0,1189.55,6.0,24307,-0.4999999999999997,-0.8660254037844388,12.0,8.0,8.0,9.0,9.333333333333334,13.0,13.583333333333334,1534.14,1372.3766666666668,1
3399,2025,8,7.0,1269.49,7.0,24308,-0.8660254037844385,-0.5000000000000004,6.0,12.0,8.0,30.0,8.666666666666666,11.166666666666666,13.333333333333334,1189.55,1315.0600000000002,1
3399,2025,9,19.0,3169.52,9.0,24309,-1.0,-1.8369701987210297e-16,7.0,6.0,12.0,15.0,8.333333333333334,11.5,11.416666666666666,1269.49,1331.0600000000002,1
3399,2025,10,12.0,1694.72,9.0,24310,-0.8660254037844386,0.5000000000000001,19.0,7.0,6.0,7.0,10.666666666666666,10.0,11.75,3169.52,1876.1866666666665,1
3399,2025,11,3.0,494.2,3.0,24311,-0.5000000000000004,0.8660254037844384,12.0,19.0,7.0,8.0,12.666666666666666,10.666666666666666,12.166666666666666,1694.72,2044.5766666666666,1
3399,2025,12,10.0,1727.6399999999999,7.0,24312,-2.4492935982947064e-16,1.0,3.0,12.0,19.0,16.0,11.333333333333334,9.833333333333334,11.75,494.2,1786.1466666666665,1
3408,2021,1,745.0,44914.73,138.0,24253,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3408,2021,2,916.0,56180.79,168.0,24254,0.8660254037844386,0.5000000000000001,745.0,0.0,0.0,0.0,0.0,0.0,0.0,44914.73,0.0,2
3408,2021,3,813.0,53040.04,162.0,24255,1.0,6.123233995736766e-17,916.0,745.0,0.0,0.0,0.0,0.0,0.0,56180.79,0.0,2
3408,2021,4,721.0,45305.34,133.0,24256,0.8660254037844387,-0.4999999999999998,813.0,916.0,745.0,0.0,824.6666666666666,0.0,0.0,53040.04,51378.52,2
3408,2021,5,688.0,40930.57,128.0,24257,0.49999999999999994,-0.8660254037844387,721.0,813.0,916.0,0.0,816.6666666666666,0.0,0.0,45305.34,51508.72333333333,2
3408,2021,6,696.0,42988.49,117.0,24258,1.2246467991473532e-16,-1.0,688.0,721.0,813.0,0.0,740.6666666666666,0.0,0.0,40930.57,46425.31666666667,2
3408,2021,7,829.0,50832.42,164.0,24259,-0.4999999999999997,-0.8660254037844388,696.0,688.0,721.0,0.0,701.6666666666666,763.1666666666666,0.0,42988.49,43074.799999999996,2
3408,2021,8,974.0,60528.14,175.0,24260,-0.8660254037844385,-0.5000000000000004,829.0,696.0,688.0,0.0,737.6666666666666,777.1666666666666,0.0,50832.42,44917.159999999996,2
3408,2021,9,938.0,60709.89,155.0,24261,-1.0,-1.8369701987210297e-16,974.0,829.0,696.0,0.0,833.0,786.8333333333334,0.0,60528.14,51449.68333333333,2
3408,2021,10,845.0,52073.95,148.0,24262,-0.8660254037844386,0.5000000000000001,938.0,974.0,829.0,0.0,913.6666666666666,807.6666666666666,0.0,60709.89,57356.81666666667,2
3408,2021,11,862.0,52114.45,134.0,24263,-0.5000000000000004,0.8660254037844384,845.0,938.0,974.0,0.0,919.0,828.3333333333334,0.0,52073.95,57770.659999999996,2
3408,2021,12,706.0,43080.229999999996,121.0,24264,-2.4492935982947064e-16,1.0,862.0,845.0,938.0,0.0,881.6666666666666,857.3333333333334,0.0,52114.45,54966.09666666667,2
3408,2022,1,705.0,42787.979999999996,133.0,24265,0.49999999999999994,0.8660254037844387,706.0,862.0,845.0,745.0,804.3333333333334,859.0,811.0833333333334,43080.229999999996,49089.54333333333,2
3408,2022,2,829.0,50946.77,152.0,24266,0.8660254037844386,0.5000000000000001,705.0,706.0,862.0,916.0,757.6666666666666,838.3333333333334,807.75,42787.979999999996,45994.22,2
3408,2022,3,816.0,49916.53,144.0,24267,1.0,6.123233995736766e-17,829.0,705.0,706.0,813.0,746.6666666666666,814.1666666666666,800.5,50946.77,45604.993333333325,2
3408,2022,4,892.0,53691.15,159.0,24268,0.8660254037844387,-0.4999999999999998,816.0,829.0,705.0,721.0,783.3333333333334,793.8333333333334,800.75,49916.53,47883.76,2
3408,2022,5,697.0,43614.75,127.0,24269,0.49999999999999994,-0.8660254037844387,892.0,816.0,829.0,688.0,845.6666666666666,801.6666666666666,815.0,53691.15,51518.149999999994,2
3408,2022,6,570.0,35208.83,102.0,24270,1.2246467991473532e-16,-1.0,697.0,892.0,816.0,696.0,801.6666666666666,774.1666666666666,815.75,43614.75,49074.14333333333,2
3408,2022,7,717.0,42245.11,117.0,24271,-0.4999999999999997,-0.8660254037844388,570.0,697.0,892.0,829.0,719.6666666666666,751.5,805.25,35208.83,44171.57666666667,2
3408,2022,8,736.0,44233.88,113.0,24272,-0.8660254037844385,-0.5000000000000004,717.0,570.0,697.0,974.0,661.3333333333334,753.5,795.9166666666666,42245.11,40356.23,2
3408,2022,9,754.0,45740.15,143.0,24273,-1.0,-1.8369701987210297e-16,736.0,717.0,570.0,938.0,674.3333333333334,738.0,776.0833333333334,44233.88,40562.60666666667,2
3408,2022,10,477.0,29589.11,95.0,24274,-0.8660254037844386,0.5000000000000001,754.0,736.0,717.0,845.0,735.6666666666666,727.6666666666666,760.75,45740.15,44073.04666666666,2
3408,2022,11,731.0,44190.8,127.0,24275,-0.5000000000000004,0.8660254037844384,477.0,754.0,736.0,862.0,655.6666666666666,658.5,730.0833333333334,29589.11,39854.380000000005,2
3408,2022,12,450.0,27208.809999999998,72.0,24276,-2.4492935982947064e-16,1.0,731.0,477.0,754.0,706.0,654.0,664.1666666666666,719.1666666666666,44190.8,39840.02,2
3408,2023,1,624.0,38937.81,104.0,24277,0.49999999999999994,0.8660254037844387,450.0,731.0,477.0,705.0,552.6666666666666,644.1666666666666,697.8333333333334,27208.809999999998,33662.90666666667,2
3408,2023,2,631.0,38671.37,103.0,24278,0.8660254037844386,0.5000000000000001,624.0,450.0,731.0,829.0,601.6666666666666,628.6666666666666,691.0833333333334,38937.81,36779.13999999999,2
3408,2023,3,825.0,50621.12,161.0,24279,1.0,6.123233995736766e-17,631.0,624.0,450.0,816.0,568.3333333333334,611.1666666666666,674.5833333333334,38671.37,34939.33,2
3408,2023,4,754.0,48020.06,153.0,24280,0.8660254037844387,-0.4999999999999998,825.0,631.0,624.0,892.0,693.3333333333334,623.0,675.3333333333334,50621.12,42743.43333333333,2
